Timestamp,OperationName,Phase,DurationMs,MemoryBefore,MemoryAfter,MemoryDelta,Gen0,Gen1,Gen2
2026-01-13T10:21:14.5513075Z,ProcessImage,Complete,787.242,15933128,18029160,2096032,2301,237,14
2026-01-13T10:21:14.7476277Z,ProcessImage,GPU_Pass,2.853,19331192,19396848,65656,0,0,0
2026-01-13T10:21:15.3786405Z,ProcessImage,CPU_Pass,598.646,19396848,-4281760,-23678608,0,0,0
2026-01-13T10:21:15.4937651Z,PhotoViewer,SetImage,76.143,-4273536,-3101144,1172392,0,0,0
2026-01-13T10:21:15.5597631Z,ProcessImage,Complete,815.034,19331192,-4281760,-23612952,2324,246,15
2026-01-13T10:21:15.7111770Z,ProcessImage,GPU_Pass,2.744,-2978608,-2978608,0,0,0,0
2026-01-13T10:21:16.3266469Z,ProcessImage,CPU_Pass,585.270,-2978608,1057040,4035648,0,0,0
2026-01-13T10:21:16.4392523Z,PhotoViewer,SetImage,74.346,1073488,2265376,1191888,0,0,0
2026-01-13T10:21:16.4996157Z,ProcessImage,Complete,791.211,-2978608,1057040,4035648,2347,246,15
2026-01-13T10:21:16.6820694Z,ProcessImage,GPU_Pass,2.485,2476704,2476704,0,0,0,0
2026-01-13T10:21:17.3004119Z,ProcessImage,CPU_Pass,584.956,2484896,12008768,9523872,0,0,0
2026-01-13T10:21:17.4115780Z,PhotoViewer,SetImage,73.577,12008768,13188208,1179440,0,0,0
2026-01-13T10:21:17.4741253Z,ProcessImage,Complete,794.524,2476704,12008768,9532064,2369,247,15
2026-01-13T10:21:17.6083012Z,ProcessImage,GPU_Pass,2.982,13293648,13293648,0,0,0,0
2026-01-13T10:21:18.2171806Z,ProcessImage,CPU_Pass,574.876,13293648,15145680,1852032,0,0,0
2026-01-13T10:21:18.3367203Z,PhotoViewer,SetImage,75.107,15145680,16292192,1146512,0,0,0
2026-01-13T10:21:18.4003083Z,ProcessImage,Complete,795.044,13293648,15145680,1852032,2388,247,15
2026-01-13T10:21:18.5793586Z,ProcessImage,GPU_Pass,2.288,16431512,16431512,0,0,0,0
2026-01-13T10:21:19.2084441Z,ProcessImage,CPU_Pass,595.994,16488968,16092736,-396232,0,0,0
2026-01-13T10:21:19.3270763Z,PhotoViewer,SetImage,76.140,16100960,17247552,1146592,0,0,0
2026-01-13T10:21:19.3926615Z,ProcessImage,Complete,815.609,16431512,16092736,-338776,2408,247,15
2026-01-13T10:21:19.5579808Z,ProcessImage,GPU_Pass,3.139,17345896,17345896,0,0,0,0
2026-01-13T10:21:20.1694704Z,ProcessImage,CPU_Pass,577.521,17354120,12683848,-4670272,0,0,0
2026-01-13T10:21:20.2827052Z,PhotoViewer,SetImage,74.864,12683848,13875328,1191480,0,0,0
2026-01-13T10:21:20.3430583Z,ProcessImage,Complete,788.242,17345896,12683848,-4662048,2427,248,15
2026-01-13T10:21:20.5344386Z,ProcessImage,GPU_Pass,2.378,14105352,14105352,0,0,0,0
2026-01-13T10:21:21.1074598Z,ProcessImage,CPU_Pass,544.701,14105352,17508840,3403488,0,0,0
2026-01-13T10:21:21.2115833Z,PhotoViewer,SetImage,69.859,17688040,18740640,1052600,0,0,0
2026-01-13T10:21:21.2599023Z,ProcessImage,Complete,727.879,14105352,17508840,3403488,2447,250,15
2026-01-13T10:21:21.3768528Z,ProcessImage,GPU_Pass,2.505,18870648,18870648,0,0,0,0
2026-01-13T10:21:21.9265563Z,ProcessImage,CPU_Pass,524.445,18870648,18331664,-538984,0,0,0
2026-01-13T10:21:22.0288035Z,PhotoViewer,SetImage,69.384,18513424,19575856,1062432,0,0,0
2026-01-13T10:21:22.0784529Z,ProcessImage,Complete,704.134,18870648,18331664,-538984,2467,252,15
2026-01-13T10:21:22.2242257Z,ProcessImage,GPU_Pass,2.312,19706024,19706024,0,0,0,0
2026-01-13T10:21:22.8247321Z,ProcessImage,CPU_Pass,575.590,19763552,21129592,1366040,0,0,0
2026-01-13T10:21:22.9377584Z,PhotoViewer,SetImage,76.091,21281040,20369776,-911264,0,0,0
2026-01-13T10:21:22.9956426Z,ProcessImage,Complete,773.748,19706024,21129592,1423568,2487,253,15
2026-01-13T10:21:23.1226820Z,ProcessImage,GPU_Pass,2.780,20542688,20542688,0,0,0,0
2026-01-13T10:21:23.7312917Z,ProcessImage,CPU_Pass,575.997,20542688,21218040,675352,0,0,0
2026-01-13T10:21:23.8440000Z,PhotoViewer,SetImage,73.638,21246216,22427904,1181688,0,0,0
2026-01-13T10:21:23.9015146Z,ProcessImage,Complete,781.653,20542688,21218040,675352,2507,253,15
2026-01-13T10:21:24.0721555Z,ProcessImage,GPU_Pass,2.360,22621736,22621736,0,0,0,0
2026-01-13T10:21:24.6720275Z,ProcessImage,CPU_Pass,569.974,22629880,22254944,-374936,0,0,0
2026-01-13T10:21:24.8035572Z,PhotoViewer,SetImage,71.853,22462680,23611120,1148440,0,0,0
2026-01-13T10:21:24.8653376Z,ProcessImage,Complete,795.596,22621736,22254944,-366792,2527,255,15
2026-01-13T10:21:24.9953282Z,ProcessImage,GPU_Pass,2.979,23709264,23709264,0,0,0,0
2026-01-13T10:21:25.5857387Z,ProcessImage,CPU_Pass,562.136,23709264,23029864,-679400,0,0,0
2026-01-13T10:21:25.6960067Z,PhotoViewer,SetImage,73.192,23220304,24380392,1160088,0,0,0
2026-01-13T10:21:25.7534858Z,ProcessImage,Complete,761.177,23709264,23029864,-679400,2546,259,15
2026-01-13T10:21:25.9342483Z,ProcessImage,GPU_Pass,2.218,24469976,24469976,0,0,0,0
2026-01-13T10:21:26.5054298Z,ProcessImage,CPU_Pass,543.164,24469976,24963856,493880,0,0,0
2026-01-13T10:21:26.6061349Z,PhotoViewer,SetImage,69.803,24972080,26116584,1144504,0,0,0
2026-01-13T10:21:26.6551504Z,ProcessImage,Complete,723.155,24469976,24963856,493880,2566,260,15
2026-01-13T10:21:26.7705666Z,ProcessImage,GPU_Pass,2.482,26157608,26157608,0,0,0,0
2026-01-13T10:21:27.3430046Z,ProcessImage,CPU_Pass,549.305,26165832,27644032,1478200,0,0,0
2026-01-13T10:21:27.4569107Z,PhotoViewer,SetImage,72.896,27660496,28823536,1163040,0,0,0
2026-01-13T10:21:27.5068819Z,ProcessImage,Complete,738.812,26157608,27644032,1486424,2585,260,15
2026-01-13T10:21:27.6580271Z,ProcessImage,GPU_Pass,2.881,28930024,28938216,8192,0,0,0
2026-01-13T10:21:28.2052637Z,ProcessImage,CPU_Pass,519.506,28938216,26803808,-2134408,0,0,0
2026-01-13T10:21:28.3059891Z,PhotoViewer,SetImage,68.905,27002400,28057432,1055032,0,0,0
2026-01-13T10:21:28.3536384Z,ProcessImage,Complete,698.535,28930024,26803808,-2126216,2605,262,15
2026-01-13T10:21:28.4674736Z,ProcessImage,GPU_Pass,2.477,28175800,28175800,0,0,0,0
2026-01-13T10:21:29.0167006Z,ProcessImage,CPU_Pass,525.820,28183944,28656160,472216,0,0,0
2026-01-13T10:21:29.1200168Z,PhotoViewer,SetImage,69.801,28846008,29908896,1062888,0,0,0
2026-01-13T10:21:29.1677498Z,ProcessImage,Complete,702.769,28175800,28656160,480360,2625,264,15
2026-01-13T10:21:29.9203165Z,ProcessImage,GPU_Pass,3.806,28733880,28733880,0,0,0,0
2026-01-13T10:21:30.4692656Z,ProcessImage,CPU_Pass,519.612,28753704,29568368,814664,0,0,0
2026-01-13T10:21:30.5893848Z,PhotoViewer,SetImage,89.721,29568368,30741848,1173480,0,0,0
2026-01-13T10:21:30.6378032Z,ProcessImage,Complete,721.321,28733880,29568368,834488,2645,265,15
2026-01-13T10:21:30.8041918Z,ProcessImage,GPU_Pass,2.629,30840096,30840096,0,0,0,0
2026-01-13T10:21:31.3501909Z,ProcessImage,CPU_Pass,521.097,30848320,31347896,499576,0,0,0
2026-01-13T10:21:31.4817038Z,PhotoViewer,SetImage,91.808,31557608,32718008,1160400,0,0,0
2026-01-13T10:21:31.5331519Z,ProcessImage,Complete,731.614,30840096,31347896,507800,2664,266,15
2026-01-13T10:21:31.7050745Z,ProcessImage,GPU_Pass,2.385,32808232,32808232,0,0,0,0
2026-01-13T10:21:32.2570723Z,ProcessImage,CPU_Pass,525.661,32808232,32703048,-105184,0,0,0
2026-01-13T10:21:32.3967771Z,PhotoViewer,SetImage,105.277,32902272,34059296,1157024,0,0,0
2026-01-13T10:21:32.4528714Z,ProcessImage,Complete,750.206,32808232,32703048,-105184,2683,271,15
2026-01-13T10:21:32.6229778Z,ProcessImage,GPU_Pass,2.534,34157608,34157608,0,0,0,0
2026-01-13T10:21:33.1719306Z,ProcessImage,CPU_Pass,522.017,34157608,33069568,-1088040,0,0,0
2026-01-13T10:21:33.3093701Z,PhotoViewer,SetImage,105.905,33278496,34439440,1160944,0,0,0
2026-01-13T10:21:33.3593526Z,ProcessImage,Complete,738.945,34157608,33069568,-1088040,2702,273,15
2026-01-13T10:21:33.5292694Z,ProcessImage,GPU_Pass,2.598,34537704,34537704,0,0,0,0
2026-01-13T10:21:34.0808809Z,ProcessImage,CPU_Pass,524.222,34537704,34922200,384496,0,0,0
2026-01-13T10:21:34.2189618Z,PhotoViewer,SetImage,106.221,35136080,36301272,1165192,0,0,0
2026-01-13T10:21:34.2665842Z,ProcessImage,Complete,739.976,34537704,34922200,384496,2721,273,15
2026-01-13T10:21:34.4363882Z,ProcessImage,GPU_Pass,2.179,36398696,36398696,0,0,0,0
2026-01-13T10:21:34.9772216Z,ProcessImage,CPU_Pass,515.861,36398696,35422424,-976272,0,0,0
2026-01-13T10:21:35.1194224Z,PhotoViewer,SetImage,109.076,35438872,36806600,1367728,0,0,0
2026-01-13T10:21:35.1735065Z,ProcessImage,Complete,739.318,36398696,35422424,-976272,2740,275,15
2026-01-13T10:21:35.8828903Z,ProcessImage,GPU_Pass,2.847,37492408,37500608,8200,0,0,0
2026-01-13T10:21:36.4319759Z,ProcessImage,CPU_Pass,519.388,37500608,37242656,-257952,0,0,0
2026-01-13T10:21:36.5754459Z,PhotoViewer,SetImage,110.337,37250880,38419600,1168720,0,0,0
2026-01-13T10:21:36.6280089Z,ProcessImage,Complete,747.990,37492408,37242656,-249752,2759,277,15
2026-01-13T10:21:36.7441176Z,ProcessImage,GPU_Pass,2.459,38517880,38517880,0,0,0,0
2026-01-13T10:21:37.2993078Z,ProcessImage,CPU_Pass,530.725,38517880,39353472,835592,0,0,0
2026-01-13T10:21:37.3645136Z,PhotoViewer,SetImage,32.993,39353472,40033360,679888,0,0,0
2026-01-13T10:21:37.4147491Z,ProcessImage,Complete,673.119,38517880,39353472,835592,2776,281,15
2026-01-13T10:21:37.5639263Z,ProcessImage,GPU_Pass,2.654,40139864,40139864,0,0,0,0
2026-01-13T10:21:38.1156365Z,ProcessImage,CPU_Pass,526.274,40139864,39914992,-224872,0,0,0
2026-01-13T10:21:38.1815232Z,PhotoViewer,SetImage,32.748,39938488,40604400,665912,0,0,0
2026-01-13T10:21:38.2292077Z,ProcessImage,Complete,667.964,40139864,39914992,-224872,2794,283,15
2026-01-13T10:21:38.3424646Z,ProcessImage,GPU_Pass,2.394,40677320,40677320,0,0,0,0
2026-01-13T10:21:38.9054955Z,ProcessImage,CPU_Pass,539.644,40685432,-38730608,-79416040,0,0,0
2026-01-13T10:21:38.9724407Z,PhotoViewer,SetImage,36.682,-38722384,-38010440,711944,0,0,0
2026-01-13T10:21:39.0216793Z,ProcessImage,Complete,681.631,40677320,-38730608,-79407928,2814,288,16
2026-01-13T10:21:39.1697506Z,ProcessImage,GPU_Pass,2.446,-37893936,-37885752,8184,0,0,0
2026-01-13T10:21:39.7081782Z,ProcessImage,CPU_Pass,514.847,-37885752,14458480,52344232,0,0,0
2026-01-13T10:21:39.7777564Z,PhotoViewer,SetImage,34.603,14466704,11715528,-2751176,0,0,0
2026-01-13T10:21:39.8284184Z,ProcessImage,Complete,661.149,-37893936,14458480,52352416,2833,288,16
2026-01-13T10:21:39.9417775Z,ProcessImage,GPU_Pass,2.439,11781040,11781040,0,0,0,0
2026-01-13T10:21:40.4807644Z,ProcessImage,CPU_Pass,514.441,11789232,12648640,859408,0,0,0
2026-01-13T10:21:40.5476213Z,PhotoViewer,SetImage,36.730,12648640,13176808,528168,0,0,0
2026-01-13T10:21:40.5971622Z,ProcessImage,Complete,657.841,11781040,12648640,867600,2852,289,16
2026-01-13T10:21:40.7442386Z,ProcessImage,GPU_Pass,2.092,13308192,13308192,0,0,0,0
2026-01-13T10:21:41.2765795Z,ProcessImage,CPU_Pass,506.272,13308192,13191952,-116240,0,0,0
2026-01-13T10:21:41.3431459Z,PhotoViewer,SetImage,36.259,13408512,13934040,525528,0,0,0
2026-01-13T10:21:41.3891849Z,ProcessImage,Complete,647.074,13308192,13191952,-116240,2871,289,16
2026-01-13T10:21:41.5027462Z,ProcessImage,GPU_Pass,2.149,14022368,14022368,0,0,0,0
2026-01-13T10:21:42.0384677Z,ProcessImage,CPU_Pass,512.103,14022368,14293896,271528,0,0,0
2026-01-13T10:21:42.1096261Z,PhotoViewer,SetImage,38.888,14293896,14966992,673096,0,0,0
2026-01-13T10:21:42.1619273Z,ProcessImage,Complete,661.348,14022368,14293896,271528,2890,289,16
2026-01-13T10:21:42.3056891Z,ProcessImage,GPU_Pass,2.412,15057200,15057200,0,0,0,0
2026-01-13T10:21:42.8405250Z,ProcessImage,CPU_Pass,510.237,15057200,17560824,2503624,0,0,0
2026-01-13T10:21:42.9152122Z,PhotoViewer,SetImage,38.766,17560824,18212760,651936,0,0,0
2026-01-13T10:21:42.9679781Z,ProcessImage,Complete,664.721,15057200,17560824,2503624,2909,289,16
2026-01-13T10:21:43.0821755Z,ProcessImage,GPU_Pass,2.209,18253600,18253600,0,0,0,0
2026-01-13T10:21:43.6169469Z,ProcessImage,CPU_Pass,511.292,18269920,16701984,-1567936,0,0,0
2026-01-13T10:21:43.6919199Z,PhotoViewer,SetImage,43.410,16701984,17758112,1056128,0,0,0
2026-01-13T10:21:43.7433882Z,ProcessImage,Complete,663.434,18253600,16701984,-1551616,2929,289,16
2026-01-13T10:21:43.8844519Z,ProcessImage,GPU_Pass,2.548,17897776,17897776,0,0,0,0
2026-01-13T10:21:44.4214771Z,ProcessImage,CPU_Pass,510.954,17897776,20046248,2148472,0,0,0
2026-01-13T10:21:44.4937789Z,PhotoViewer,SetImage,41.989,20054472,21108056,1053584,0,0,0
2026-01-13T10:21:44.5442977Z,ProcessImage,Complete,662.440,17897776,20046248,2148472,2948,289,16
2026-01-13T10:21:44.6589556Z,ProcessImage,GPU_Pass,2.394,19210672,19210672,0,0,0,0
2026-01-13T10:21:45.1961519Z,ProcessImage,CPU_Pass,511.783,19210672,20525448,1314776,0,0,0
2026-01-13T10:21:45.2718986Z,PhotoViewer,SetImage,45.193,20533672,21741280,1207608,0,0,0
2026-01-13T10:21:45.3176198Z,ProcessImage,Complete,661.072,19210672,20525448,1314776,2966,289,16
2026-01-13T10:21:45.4610858Z,ProcessImage,GPU_Pass,2.213,21847856,21847856,0,0,0,0
2026-01-13T10:21:46.0094644Z,ProcessImage,CPU_Pass,523.919,21847856,-2226016,-24073872,0,0,0
2026-01-13T10:21:46.0868020Z,PhotoViewer,SetImage,44.718,-2114264,-979280,1134984,0,0,0
2026-01-13T10:21:46.1385739Z,ProcessImage,Complete,679.735,21847856,-2226016,-24073872,2986,291,17
2026-01-13T10:21:46.2721935Z,ProcessImage,GPU_Pass,2.367,-849624,-849624,0,0,0,0
2026-01-13T10:21:46.8097108Z,ProcessImage,CPU_Pass,513.516,-849624,7995408,8845032,0,0,0
2026-01-13T10:21:46.8958349Z,PhotoViewer,SetImage,52.464,8011856,9209512,1197656,0,0,0
2026-01-13T10:21:46.9439933Z,ProcessImage,Complete,674.197,-849624,7995408,8845032,3008,295,17
2026-01-13T10:21:47.0941350Z,ProcessImage,GPU_Pass,2.237,8374952,8383120,8168,0,0,0
2026-01-13T10:21:47.6302392Z,ProcessImage,CPU_Pass,511.529,8391320,13086032,4694712,0,0,0
2026-01-13T10:21:47.7094822Z,PhotoViewer,SetImage,50.754,13108576,14302288,1193712,0,0,0
2026-01-13T10:21:47.7605189Z,ProcessImage,Complete,668.659,8374952,13086032,4711080,3028,296,17
2026-01-13T10:21:47.9080515Z,ProcessImage,GPU_Pass,2.717,14424088,14424088,0,0,0,0
2026-01-13T10:21:48.4950675Z,ProcessImage,CPU_Pass,561.222,14424088,15939784,1515696,0,0,0
2026-01-13T10:21:48.5967930Z,PhotoViewer,SetImage,60.666,15948008,17111016,1163008,0,0,0
2026-01-13T10:21:48.6544755Z,ProcessImage,Complete,749.160,14424088,15939784,1515696,3047,296,17
2026-01-13T10:21:48.8283264Z,ProcessImage,GPU_Pass,2.617,17201136,17209360,8224,0,0,0
2026-01-13T10:21:49.4188026Z,ProcessImage,CPU_Pass,562.713,17209360,17882816,673456,0,0,0
2026-01-13T10:21:49.5208325Z,PhotoViewer,SetImage,64.391,17899176,19070952,1171776,0,0,0
2026-01-13T10:21:49.5797785Z,ProcessImage,Complete,754.122,17201136,17882816,681680,3066,298,17
2026-01-13T10:21:49.7275205Z,ProcessImage,GPU_Pass,2.627,19168872,19168872,0,0,0,0
2026-01-13T10:21:50.3188532Z,ProcessImage,CPU_Pass,562.224,19168872,9482528,-9686344,0,0,0
2026-01-13T10:21:50.4271252Z,PhotoViewer,SetImage,74.526,9490752,10661568,1170816,0,0,0
2026-01-13T10:21:50.4794887Z,ProcessImage,Complete,754.625,19168872,9482528,-9686344,3089,300,18
2026-01-13T10:21:50.6398074Z,ProcessImage,GPU_Pass,2.463,10784400,10784400,0,0,0,0
2026-01-13T10:21:51.2135497Z,ProcessImage,CPU_Pass,540.427,10792568,12957808,2165240,0,0,0
2026-01-13T10:21:51.3178902Z,PhotoViewer,SetImage,70.895,12966032,14138152,1172120,0,0,0
2026-01-13T10:21:51.3663979Z,ProcessImage,Complete,729.100,10784400,12957808,2173408,3108,300,18
2026-01-13T10:21:51.4814612Z,ProcessImage,GPU_Pass,2.460,14198992,14207176,8184,0,0,0
2026-01-13T10:21:52.0717598Z,ProcessImage,CPU_Pass,561.401,14215304,14135472,-79832,0,0,0
2026-01-13T10:21:52.1966662Z,PhotoViewer,SetImage,88.782,14151920,15333272,1181352,0,0,0
2026-01-13T10:21:52.2481495Z,ProcessImage,Complete,769.169,14198992,14135472,-63520,3128,302,18
2026-01-13T10:21:52.3928929Z,ProcessImage,GPU_Pass,2.170,13533320,13541488,8168,0,0,0
2026-01-13T10:21:52.9798509Z,ProcessImage,CPU_Pass,557.145,13582464,17227872,3645408,0,0,0
2026-01-13T10:21:53.1325473Z,PhotoViewer,SetImage,88.283,17260744,14679176,-2581568,0,0,0
2026-01-13T10:21:53.1918055Z,ProcessImage,Complete,801.103,13533320,17227872,3694552,3148,304,18
2026-01-13T10:21:53.3291032Z,ProcessImage,GPU_Pass,2.815,14759920,14759920,0,0,0,0
2026-01-13T10:21:53.9174049Z,ProcessImage,CPU_Pass,557.334,14759920,15383616,623696,0,0,0
2026-01-13T10:21:54.0532705Z,PhotoViewer,SetImage,97.142,15563744,16730224,1166480,0,0,0
2026-01-13T10:21:54.1170876Z,ProcessImage,Complete,790.841,14759920,15383616,623696,3168,306,18
2026-01-13T10:21:54.2786292Z,ProcessImage,GPU_Pass,3.424,16828592,16828592,0,0,0,0
2026-01-13T10:21:54.8633280Z,ProcessImage,CPU_Pass,556.212,16828592,16625800,-202792,0,0,0
2026-01-13T10:21:55.0023148Z,PhotoViewer,SetImage,95.390,16634024,17787152,1153128,0,0,0
2026-01-13T10:21:55.0684595Z,ProcessImage,Complete,793.281,16828592,16625800,-202792,3189,307,18
2026-01-13T10:21:55.2014392Z,ProcessImage,GPU_Pass,2.796,17918016,17918016,0,0,0,0
2026-01-13T10:21:55.7864988Z,ProcessImage,CPU_Pass,556.579,17918016,20581160,2663144,0,0,0
2026-01-13T10:21:55.9327378Z,PhotoViewer,SetImage,107.020,20589384,21753000,1163616,0,0,0
2026-01-13T10:21:55.9951036Z,ProcessImage,Complete,796.436,17918016,20581160,2663144,3207,307,18
2026-01-13T10:21:56.1558916Z,ProcessImage,GPU_Pass,2.365,21908416,21908416,0,0,0,0
2026-01-13T10:21:56.7641828Z,ProcessImage,CPU_Pass,574.144,21956032,-6258456,-28214488,0,0,0
2026-01-13T10:21:56.9071847Z,PhotoViewer,SetImage,103.668,-6044696,-4886800,1157896,0,0,0
2026-01-13T10:21:56.9649856Z,ProcessImage,Complete,811.519,21908416,-6258456,-28166872,3230,322,19
2026-01-13T10:21:57.0987109Z,ProcessImage,GPU_Pass,2.612,-4781072,-4781072,0,0,0,0
2026-01-13T10:21:57.6899826Z,ProcessImage,CPU_Pass,561.345,-4781072,-303920,4477152,0,0,0
2026-01-13T10:21:57.8386814Z,PhotoViewer,SetImage,109.469,-295696,859584,1155280,0,0,0
2026-01-13T10:21:57.9016452Z,ProcessImage,Complete,805.567,-4781072,-303920,4477152,3253,323,19
2026-01-13T10:21:58.0613656Z,ProcessImage,GPU_Pass,2.379,991088,999256,8168,0,0,0
2026-01-13T10:21:58.6465753Z,ProcessImage,CPU_Pass,552.798,1064488,10754824,9690336,0,0,0
2026-01-13T10:21:58.7991647Z,PhotoViewer,SetImage,113.425,10754824,12072984,1318160,0,0,0
2026-01-13T10:21:58.8604646Z,ProcessImage,Complete,801.513,991088,10754824,9763736,3275,324,19
2026-01-13T10:21:58.9970980Z,ProcessImage,GPU_Pass,2.742,12122008,12138368,16360,0,0,0
2026-01-13T10:21:59.5871692Z,ProcessImage,CPU_Pass,561.979,12138368,14931928,2793560,0,0,0
2026-01-13T10:21:59.7350977Z,PhotoViewer,SetImage,108.741,15094960,16256336,1161376,0,0,0
2026-01-13T10:21:59.7998456Z,ProcessImage,Complete,805.518,12122008,14931928,2809920,3296,324,19
2026-01-13T10:21:59.9677367Z,ProcessImage,GPU_Pass,2.718,16363064,16363064,0,0,0,0
2026-01-13T10:22:00.5554275Z,ProcessImage,CPU_Pass,559.929,16363064,16295240,-67824,0,0,0
2026-01-13T10:22:00.6998261Z,PhotoViewer,SetImage,109.088,16295240,17467616,1172376,0,0,0
2026-01-13T10:22:00.7613880Z,ProcessImage,Complete,796.364,16363064,16295240,-67824,3316,325,19
2026-01-13T10:22:00.8957333Z,ProcessImage,GPU_Pass,2.674,17631688,17639912,8224,0,0,0
2026-01-13T10:22:01.4825635Z,ProcessImage,CPU_Pass,558.500,17639912,17264624,-375288,0,0,0
2026-01-13T10:22:01.6328816Z,PhotoViewer,SetImage,114.262,17272848,18579096,1306248,0,0,0
2026-01-13T10:22:01.6969312Z,ProcessImage,Complete,803.896,17631688,17264624,-367064,3336,325,19
2026-01-13T10:22:01.8607254Z,ProcessImage,GPU_Pass,2.474,18658008,18658008,0,0,0,0
2026-01-13T10:22:02.4578421Z,ProcessImage,CPU_Pass,568.839,18658008,18577168,-80840,0,0,0
2026-01-13T10:22:02.6136488Z,PhotoViewer,SetImage,114.439,18585392,17758784,-826608,0,0,0
2026-01-13T10:22:02.6947801Z,ProcessImage,Complete,836.544,18658008,18577168,-80840,3356,328,19
2026-01-13T10:22:02.8496122Z,ProcessImage,GPU_Pass,3.360,17969352,17977488,8136,0,0,0
2026-01-13T10:22:03.5084688Z,ProcessImage,CPU_Pass,622.461,17977488,19060376,1082888,0,0,0
2026-01-13T10:22:03.6645639Z,PhotoViewer,SetImage,117.574,19060376,20384112,1323736,0,0,0
2026-01-13T10:22:03.7247133Z,ProcessImage,Complete,878.511,17969352,19060376,1091024,3375,330,19
2026-01-13T10:22:03.8891876Z,ProcessImage,GPU_Pass,2.370,20474104,20474104,0,0,0,0
2026-01-13T10:22:04.4901719Z,ProcessImage,CPU_Pass,572.743,20474104,21225240,751136,0,0,0
2026-01-13T10:22:04.6440455Z,PhotoViewer,SetImage,118.445,21233464,22405128,1171664,0,0,0
2026-01-13T10:22:04.7076863Z,ProcessImage,Complete,820.899,20474104,21225240,751136,3395,332,19
2026-01-13T10:22:04.8427651Z,ProcessImage,GPU_Pass,2.708,22561208,22561208,0,0,0,0
2026-01-13T10:22:05.4279920Z,ProcessImage,CPU_Pass,558.256,22561208,21819656,-741552,0,0,0
2026-01-13T10:22:05.5778051Z,PhotoViewer,SetImage,110.545,21836104,23146624,1310520,0,0,0
2026-01-13T10:22:05.6371528Z,ProcessImage,Complete,797.144,22561208,21819656,-741552,3415,333,19
2026-01-13T10:22:05.8042712Z,ProcessImage,GPU_Pass,2.366,23212080,23212080,0,0,0,0
2026-01-13T10:22:06.3972316Z,ProcessImage,CPU_Pass,565.008,23212080,24159832,947752,0,0,0
2026-01-13T10:22:06.5425255Z,PhotoViewer,SetImage,111.141,24168056,25335296,1167240,0,0,0
2026-01-13T10:22:06.5972637Z,ProcessImage,Complete,795.388,23212080,24159832,947752,3434,333,19
2026-01-13T10:22:06.7369428Z,ProcessImage,GPU_Pass,2.643,25450224,25450224,0,0,0,0
2026-01-13T10:22:07.3330716Z,ProcessImage,CPU_Pass,567.836,25450224,25265440,-184784,0,0,0
2026-01-13T10:22:07.4755414Z,PhotoViewer,SetImage,103.207,25273664,26437224,1163560,0,0,0
2026-01-13T10:22:07.5302280Z,ProcessImage,Complete,795.950,25450224,25265440,-184784,3453,335,19
2026-01-13T10:22:07.6980538Z,ProcessImage,GPU_Pass,2.554,26601344,26649632,48288,0,0,0
2026-01-13T10:22:08.2896190Z,ProcessImage,CPU_Pass,564.553,26657808,24827072,-1830736,0,0,0
2026-01-13T10:22:08.4306200Z,PhotoViewer,SetImage,104.814,25025216,26196784,1171568,0,0,0
2026-01-13T10:22:08.4857269Z,ProcessImage,Complete,790.303,26601344,24827072,-1774272,3473,337,19
2026-01-13T10:22:08.6144805Z,ProcessImage,GPU_Pass,3.066,26270528,26278672,8144,0,0,0
2026-01-13T10:22:09.2148878Z,ProcessImage,CPU_Pass,568.941,26278672,26840832,562160,0,0,0
2026-01-13T10:22:09.3451906Z,PhotoViewer,SetImage,94.571,27067888,28221648,1153760,0,0,0
2026-01-13T10:22:09.4008410Z,ProcessImage,Complete,789.460,26270528,26840832,570304,3492,339,19
2026-01-13T10:22:09.5778721Z,ProcessImage,GPU_Pass,2.487,28319744,28327920,8176,0,0,0
2026-01-13T10:22:10.1791116Z,ProcessImage,CPU_Pass,569.571,28327920,29979472,1651552,0,0,0
2026-01-13T10:22:10.3100546Z,PhotoViewer,SetImage,93.397,29987696,31156272,1168576,0,0,0
2026-01-13T10:22:10.3735044Z,ProcessImage,Complete,798.148,28319744,29979472,1659728,3511,341,19
2026-01-13T10:22:10.5093626Z,ProcessImage,GPU_Pass,2.960,31306720,31306720,0,0,0,0
2026-01-13T10:22:11.1114256Z,ProcessImage,CPU_Pass,569.431,31314872,32528792,1213920,0,0,0
2026-01-13T10:22:11.2350913Z,PhotoViewer,SetImage,88.093,32555592,33730944,1175352,0,0,0
2026-01-13T10:22:11.2931725Z,ProcessImage,Complete,786.819,31306720,32528792,1222072,3530,343,19
2026-01-13T10:22:12.0120846Z,ProcessImage,GPU_Pass,3.675,25588280,25596304,8024,0,0,0
2026-01-13T10:22:12.5964023Z,ProcessImage,CPU_Pass,551.744,25596304,32202096,6605792,0,0,0
2026-01-13T10:22:12.7236097Z,PhotoViewer,SetImage,86.899,32202096,33379864,1177768,0,0,0
2026-01-13T10:22:12.7836820Z,ProcessImage,Complete,775.299,25588280,32202096,6613816,3553,344,19
2026-01-13T10:22:12.9275166Z,ProcessImage,GPU_Pass,2.479,33535368,33543592,8224,0,0,0
2026-01-13T10:22:13.5326877Z,ProcessImage,CPU_Pass,575.132,33543592,30991832,-2551760,0,0,0
2026-01-13T10:22:13.6620769Z,PhotoViewer,SetImage,89.091,31008280,32212200,1203920,0,0,0
